tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,ndam,eval,gender,language,female,category,m_focal,name,majority_first
Premolar,NMNH283607,8,8,30.0,15.0,0.75,Homo sapiens,Buriat,5.0,4.6,female,English,0.0,1,2,Alex,0
Anterior,NMNH283609a,0,12,21.0,4.85399919,0.75,Homo sapiens,Buriat,20510.0,4.7,female,English,0.0,4,4,Charley,1
Posterior,NMNH283609a,0,12,21.0,4.85399919,0.75,Homo sapiens,Buriat,12620.0,4.6,male,English,0.0,2,2,Frances,0
Premolar,NMNH283609a,0,8,70.0,4.85399919,0.75,Homo sapiens,Buriat,170.0,3.6,male,English,1.0,1,2,Gaston,0
Anterior,NMNH283613,0,12,,3.95602419,0.75,Homo sapiens,Buriat,18590.0,3.9,female,,0.0,3,2,Ivan,0
Posterior,NMNH283613,0,12,21.0,3.95602419,0.75,Homo sapiens,Buriat,10210.0,4.0,female,English,0.0,3,4,Jeanne,0
Premolar,NMNH283613,0,8,28.0,3.95602419,0.75,Homo sapiens,Buriat,350.0,4.4,male,English,0.0,1,3,Cindy,0
Anterior,NMNH283615,0,12,27.0,10.0,0.75,Homo sapiens,Buriat,2650.0,4.5,female,English,1.0,3,2,Dennis,1
Posterior,NMNH283615,1,12,21.0,10.0,0.75,Homo sapiens,Buriat,,4.4,male,English,0.0,3,4,Katrina,1
Premolar,NMNH283615,0,8,45.0,10.0,0.75,Homo sapiens,Buriat,91.0,3.0,male,,0.0,1,2,Ophelia,1
Anterior,NMNH329778,0,12,50.0,2.26921034,0.25,Homo sapiens,Australian aboriginie,10690.0,3.7,male,English,0.0,3,4,Rita,1
Posterior,NMNH329778,0,13,26.0,2.26921034,0.25,Homo sapiens,Australian aboriginie,25960.0,3.6,male,English,0.0,3,3,Wilma,0
Premolar,NMNH329778,0,8,23.0,2.26921034,0.25,Homo sapiens,Australian aboriginie,51.0,3.1,female,English,0.0,1,2,Humberto,0
Anterior,NMNH329779,2,12,21.0,5.5467185,0.75,Homo sapiens,Australian aboriginie,1110.0,3.8,female,,0.0,1,3,Dolly,0
Posterior,NMNH329779,0,12,21.0,5.5467185,0.75,Homo sapiens,Australian aboriginie,4360.0,4.7,female,English,0.0,2,3,Gustav,0
Premolar,NMNH329779,0,8,55.0,5.5467185,0.75,Homo sapiens,Australian aboriginie,20370.0,3.8,female,Dutch,0.0,2,2,Ike,1
Anterior,NMNH330604,0,12,21.0,2.71270581,0.75,Homo sapiens,Australian aboriginie,7110.0,3.8,female,English,0.0,1,2,Irene,1
Posterior,NMNH330604,0,12,19.0,2.71270581,0.75,Homo sapiens,Australian aboriginie,24000.0,2.8,female,Other,1.0,1,2,Isaac,1
Premolar,NMNH330604,0,8,30.0,2.71270581,0.75,Homo sapiens,Australian aboriginie,75000.0,4.0,female,English,1.0,2,2,Sandy,1
Anterior,NMNH330605,0,6,19.0,10.0,0.75,Homo sapiens,Australian aboriginie,1590.0,4.0,female,English,0.0,3,3,Easy,1
Posterior,NMNH330605,2,3,27.0,10.0,0.75,Homo sapiens,Australian aboriginie,5350.0,3.5,female,Polish,0.0,3,3,King,1
Premolar,NMNH330605,0,4,25.0,10.0,0.75,Homo sapiens,Australian aboriginie,150.0,3.4,female,Portuguese,0.0,1,3,Able,1
Anterior,NMNH330606,0,6,17.0,10.0,0.25,Homo sapiens,Australian aboriginie,58.0,4.0,female,,0.0,1,2,Barbara,0
Posterior,NMNH330606,2,4,22.0,10.0,0.25,Homo sapiens,Australian aboriginie,15.0,3.5,male,English,1.0,1,2,Florence,0
Premolar,NMNH330606,1,4,11.0,10.0,0.25,Homo sapiens,Australian aboriginie,19321.0,3.8,female,English,1.0,3,2,Carol,0
Anterior,NMNH330607,2,3,18.0,4.65477138,0.5,Homo sapiens,Australian aboriginie,3230.0,4.7,female,English,0.0,3,3,Edna,0
Posterior,NMNH330607,0,3,57.0,4.65477138,0.5,Homo sapiens,Australian aboriginie,24260.0,3.9,male,English,0.0,4,4,Hazel,0
Premolar,NMNH330607,1,2,22.0,4.65477138,0.5,Homo sapiens,Australian aboriginie,2030.0,4.5,male,English,0.0,3,3,Connie,0
Anterior,NMNH331242,2,12,53.0,4.33043687,0.75,Homo sapiens,Australian aboriginie,14730.0,4.2,female,English,0.0,1,2,Diane,0
Posterior,NMNH331242,0,12,49.0,4.33043687,0.75,Homo sapiens,Australian aboriginie,6200.0,4.7,male,English,0.0,3,4,Ione,0
Premolar,NMNH331242,0,8,25.0,4.33043687,0.75,Homo sapiens,Australian aboriginie,1540.0,4.0,female,English,0.0,2,4,Flossy,1
Anterior,NMNH331243,0,12,23.0,5.3679133,0.75,Homo sapiens,Australian aboriginie,,4.8,male,English,1.0,4,4,Audrey,1
Posterior,NMNH331243,0,12,50.0,5.3679133,0.75,Homo sapiens,Australian aboriginie,540.0,4.8,female,English,1.0,3,2,Helene,1
Premolar,NMNH331243,0,8,72.0,5.3679133,0.75,Homo sapiens,Australian aboriginie,430.0,4.4,male,English,1.0,1,4,Debra,1
Anterior,NMNH344711,0,12,30.0,4.61556224,0.75,Homo sapiens,Australian aboriginie,510.0,4.7,female,English,0.0,3,2,Gracie,0
Posterior,NMNH344711,1,12,13.0,4.61556224,0.75,Homo sapiens,Australian aboriginie,53270.0,4.5,female,English,1.0,4,3,Donna,0
Premolar,NMNH344711,1,8,50.0,4.61556224,0.75,Homo sapiens,Australian aboriginie,35.0,4.2,female,English,1.0,1,2,Ethel,0
Anterior,NMNH344712,0,11,,3.12946271,0.5,Homo sapiens,Australian aboriginie,15850.0,4.4,male,,1.0,4,3,Carla,0
Posterior,NMNH344712,0,12,,3.12946271,0.5,Homo sapiens,Australian aboriginie,300.0,4.1,female,,0.0,1,2,Cindy,1
Premolar,NMNH344712,0,7,,3.12946271,0.5,Homo sapiens,Australian aboriginie,6450.0,4.2,male,Spanish,0.0,2,2,Cleo,1
Anterior,NMNH344713,0,6,,4.72264949,0.25,Homo sapiens,Australian aboriginie,16260.0,4.8,male,,0.0,2,3,Dora,1
Posterior,NMNH344713,0,6,20.0,4.72264949,0.25,Homo sapiens,Australian aboriginie,2770.0,4.4,female,,0.0,3,3,Hilda,1
Premolar,NMNH344713,2,4,16.0,4.72264949,0.25,Homo sapiens,Australian aboriginie,800.0,4.7,female,English,0.0,2,2,Isbell,0
Anterior,NMNH344714,0,12,50.0,4.08156052,0.25,Homo sapiens,Australian aboriginie,20000.0,4.2,female,English,0.0,3,2,Betsy,0
Posterior,NMNH344714,0,12,,4.08156052,0.25,Homo sapiens,Australian aboriginie,730.0,4.5,male,,0.0,2,3,Alma,0
Premolar,NMNH344714,0,8,31.0,4.08156052,0.25,Homo sapiens,Australian aboriginie,99.0,3.4,female,English,0.0,1,2,Inez,0
Anterior,NMNH344715,0,12,21.0,4.50856156,0.25,Homo sapiens,Australian aboriginie,5060.0,3.7,female,English,1.0,3,2,Beulah,1
Posterior,NMNH344715,2,12,,4.50856156,0.25,Homo sapiens,Australian aboriginie,800.0,3.6,male,,0.0,2,3,Gladys,1
Premolar,NMNH344715,0,8,,4.50856156,0.25,Homo sapiens,Australian aboriginie,23040.0,3.9,male,,1.0,5,3,Camille,1
Anterior,NMNH350096,0,12,36.0,5.1517561,0.75,Homo sapiens,Australian aboriginie,6870.0,3.9,female,English,0.0,3,2,Celia,1
Posterior,NMNH350096,0,12,35.0,5.1517561,0.75,Homo sapiens,Australian aboriginie,300.0,3.7,male,Spanish,1.0,2,3,Edith,0
Premolar,NMNH350096,0,8,38.0,5.1517561,0.75,Homo sapiens,Australian aboriginie,500.0,3.0,male,English,0.0,1,2,Fern,0
Anterior,NMNH350097,0,12,24.0,3.58600079,0.75,Homo sapiens,Australian aboriginie,200.0,3.6,male,English,0.0,1,3,Ginger,1
Posterior,NMNH350097,0,12,21.0,3.58600079,0.75,Homo sapiens,Australian aboriginie,20430.0,3.6,male,English,0.0,1,2,Agnes,1
Premolar,NMNH350097,0,8,46.0,3.58600079,0.75,Homo sapiens,Australian aboriginie,1180.0,4.3,female,English,0.0,3,3,Carmen,1
Anterior,NMNH350098,0,12,26.0,3.22275136,0.75,Homo sapiens,Australian aboriginie,6190.0,4.5,male,English,0.0,3,2,Eloise,0
Posterior,NMNH350098,0,12,31.0,3.22275136,0.75,Homo sapiens,Australian aboriginie,570.0,3.9,female,English,1.0,1,2,Belle,0
Premolar,NMNH350098,0,8,21.0,3.22275136,0.75,Homo sapiens,Australian aboriginie,66.0,4.6,female,English,0.0,1,4,Babe,1
Anterior,NMNH380429,9,12,18.0,2.52520843,0.75,Homo sapiens,Australian aboriginie,70.0,4.1,male,English,0.0,1,2,Bob,0
Posterior,NMNH380429,9,11,31.0,2.52520843,0.75,Homo sapiens,Australian aboriginie,2700.0,4.2,female,English,0.0,2,4,David,1
Premolar,NMNH380429,8,8,18.0,2.52520843,0.75,Homo sapiens,Australian aboriginie,12770.0,4.1,male,Chinese,0.0,3,2,Frederic,1
Anterior,NMNH380430,4,12,30.0,4.08156052,0.25,Homo sapiens,Australian aboriginie,2130.0,3.1,female,English,0.0,3,2,Allen,0
Posterior,NMNH380430,5,12,20.0,4.08156052,0.25,Homo sapiens,Australian aboriginie,10400.0,3.6,male,,1.0,3,2,Alicia,1
Premolar,NMNH380430,0,8,20.0,4.08156052,0.25,Homo sapiens,Australian aboriginie,410.0,4.2,male,English,1.0,2,4,Diana,0
Anterior,NMNH380431,9,12,22.0,12.5,0.75,Homo sapiens,Australian aboriginie,130.0,3.0,male,English,0.0,1,3,Bob,1
Posterior,NMNH380431,9,12,,12.5,0.75,Homo sapiens,Australian aboriginie,160.0,4.2,male,,0.0,1,2,Danny,0
Premolar,NMNH380431,5,8,29.0,12.5,0.75,Homo sapiens,Australian aboriginie,4180.0,3.4,female,English,1.0,3,4,Elena,1
Anterior,NMNH380447,0,12,28.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,3020.0,3.1,female,Other,0.0,3,2,Gloria,0
Posterior,NMNH380447,2,12,26.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,4730.0,2.7,female,English,1.0,1,4,Juan,1
Premolar,NMNH380447,1,8,17.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,1310.0,3.9,female,English,1.0,2,3,Kate,0
Anterior,NMNH380448,0,12,17.0,1.83988868,0.25,Homo sapiens,Australian aboriginie,6.0,3.9,female,English,0.0,1,2,Bonnie,1
Posterior,NMNH380448,0,12,20.0,1.83988868,0.25,Homo sapiens,Australian aboriginie,58.0,3.6,female,Norwegian,0.0,1,3,Charley,0
Premolar,NMNH380448,0,8,38.0,1.83988868,0.25,Homo sapiens,Australian aboriginie,1.0,3.7,male,Spanish,0.0,1,3,Floyd,1
Anterior,NMNH380449,1,6,36.0,3.32794049,0.75,Homo sapiens,Australian aboriginie,4.0,3.6,male,French,0.0,1,2,Florence,1
Posterior,NMNH380449,0,6,46.0,3.32794049,0.75,Homo sapiens,Australian aboriginie,290.0,4.4,male,English,0.0,1,2,Chantal,0
Premolar,NMNH380449,0,4,21.0,3.32794049,0.75,Homo sapiens,Australian aboriginie,20020.0,4.3,female,English,0.0,4,2,Hugo,1
Anterior,NMNH380450,1,6,25.0,3.86877709,0.75,Homo sapiens,Australian aboriginie,230.0,4.1,male,English,1.0,1,2,Jerry,1
Posterior,NMNH380450,0,6,23.0,3.86877709,0.75,Homo sapiens,Australian aboriginie,3620.0,3.7,female,English,0.0,2,3,Bob,1
Premolar,NMNH380450,0,4,47.0,3.86877709,0.75,Homo sapiens,Australian aboriginie,66730.0,3.6,male,English,1.0,5,3,Andrew,1
Anterior,NMNH380451,1,6,24.0,5.22500246,0.75,Homo sapiens,Australian aboriginie,96.0,2.8,male,English,1.0,3,3,Emily,0
Posterior,NMNH380451,1,7,28.0,5.22500246,0.75,Homo sapiens,Australian aboriginie,1650.0,4.0,male,English,0.0,2,2,Erin,0
Premolar,NMNH380451,0,4,21.0,5.22500246,0.75,Homo sapiens,Australian aboriginie,7550.0,4.4,female,English,0.0,3,2,Opal,0
Anterior,NMNH380452,0,6,,4.29484575,0.75,Homo sapiens,Australian aboriginie,700.0,3.6,male,,0.0,2,2,Bertha,1
Posterior,NMNH380452,0,6,28.0,4.29484575,0.75,Homo sapiens,Australian aboriginie,8260.0,3.7,female,English,0.0,3,3,Fran,1
Premolar,NMNH380452,0,4,,4.29484575,0.75,Homo sapiens,Australian aboriginie,200.0,2.9,female,,0.0,1,4,Danny,1
Anterior,NMNH380453,0,12,29.0,4.47291497,0.75,Homo sapiens,Australian aboriginie,1650.0,2.6,female,Russian,0.0,2,3,Bonnie,0
Posterior,NMNH380453,0,12,20.0,4.47291497,0.75,Homo sapiens,Australian aboriginie,160.0,4.8,female,English,0.0,1,2,Earl,0
Premolar,NMNH380453,0,8,25.0,4.47291497,0.75,Homo sapiens,Australian aboriginie,3870.0,4.9,female,English,0.0,2,4,Georges,1
Anterior,NMNH380464,0,12,46.0,4.72264949,0.75,Homo sapiens,Australian aboriginie,94.0,4.3,female,English,0.0,3,4,Bret,0
Posterior,NMNH380464,0,12,22.0,4.72264949,0.75,Homo sapiens,Australian aboriginie,8130.0,4.4,female,English,0.0,2,4,Floyd,1
Premolar,NMNH380464,0,8,23.0,4.72264949,0.75,Homo sapiens,Australian aboriginie,1430.0,4.3,male,English,0.0,1,2,Irene,0
Anterior,NMNH380466,0,9,17.0,5.29502645,0.25,Homo sapiens,Australian aboriginie,1260.0,4.7,male,English,0.0,1,4,Lili,0
Posterior,NMNH380466,0,9,20.0,5.29502645,0.25,Homo sapiens,Australian aboriginie,250.0,4.3,male,English,0.0,1,2,Claudette,1
Premolar,NMNH380466,0,6,25.0,5.29502645,0.25,Homo sapiens,Australian aboriginie,4980.0,4.6,male,English,0.0,2,3,Isabel,0
Anterior,PMN1389,0,6,52.0,3.86877709,0.75,Homo sapiens,Australian aboriginie,5.0,4.9,female,English,0.0,1,2,Alex,0
Posterior,PMN1389,0,6,15.0,3.86877709,0.75,Homo sapiens,Australian aboriginie,20510.0,4.8,male,English,0.0,4,3,Charley,0
Premolar,PMN1389,0,4,55.0,3.86877709,0.75,Homo sapiens,Australian aboriginie,12620.0,4.7,male,Dutch,1.0,2,2,Frances,1
Anterior,PMN1390,0,12,20.0,3.02477635,0.25,Homo sapiens,Australian aboriginie,170.0,4.8,male,Chinese,0.0,1,2,Gaston,1
Posterior,PMN1390,0,12,42.0,3.02477635,0.25,Homo sapiens,Australian aboriginie,18590.0,4.9,male,English,0.0,3,3,Ivan,1
Premolar,PMN1390,0,8,21.0,3.02477635,0.25,Homo sapiens,Australian aboriginie,10210.0,4.8,female,Dutch,1.0,3,3,Jeanne,0
Anterior,PMN1496,0,6,18.0,3.44508735,0.75,Homo sapiens,Australian aboriginie,350.0,4.8,male,English,0.0,1,2,Cindy,1
Posterior,PMN1496,0,6,24.0,3.44508735,0.75,Homo sapiens,Australian aboriginie,2650.0,5.0,female,,1.0,3,2,Dennis,0
Premolar,PMN1496,0,4,31.0,3.44508735,0.75,Homo sapiens,Australian aboriginie,,4.5,male,English,0.0,3,3,Katrina,0
Anterior,PMN1497,0,6,42.0,3.30454439,0.75,Homo sapiens,Australian aboriginie,91.0,3.8,female,English,0.0,1,2,Ophelia,1
Posterior,PMN1497,0,6,,3.30454439,0.75,Homo sapiens,Australian aboriginie,10690.0,3.8,male,,0.0,3,2,Rita,0
Premolar,PMN1497,0,4,27.0,3.30454439,0.75,Homo sapiens,Australian aboriginie,25960.0,3.8,male,English,1.0,3,3,Wilma,1
Anterior,PMN3064,0,6,54.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,51.0,4.0,male,English,0.0,1,3,Humberto,0
Posterior,PMN3064,0,5,68.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,1110.0,4.2,male,English,0.0,1,2,Dolly,1
Premolar,PMN3064,0,4,35.0,3.02477635,0.75,Homo sapiens,Australian aboriginie,4360.0,4.5,female,English,0.0,2,3,Gustav,1
Anterior,PMN3064A,0,12,,5.15359486,0.75,Homo sapiens,Australian aboriginie,20370.0,4.5,female,Spanish,0.0,2,2,Ike,0
Posterior,PMN3064A,0,12,24.0,5.15359486,0.75,Homo sapiens,Australian aboriginie,7110.0,4.6,female,English,0.0,1,3,Irene,0
Premolar,PMN3064A,0,8,22.0,5.15359486,0.75,Homo sapiens,Australian aboriginie,24000.0,4.7,female,English,0.0,1,2,Isaac,0
Anterior,PMN3065,0,6,28.0,2.64088713,0.5,Homo sapiens,Australian aboriginie,75000.0,4.1,male,English,0.0,2,3,Sandy,1
Posterior,PMN3065,0,6,47.0,2.64088713,0.5,Homo sapiens,Australian aboriginie,1590.0,3.6,female,English,0.0,3,2,Easy,1
Premolar,PMN3065,0,4,24.0,2.64088713,0.5,Homo sapiens,Australian aboriginie,5350.0,4.0,male,Other,0.0,3,2,King,0
Anterior,PMN7459,4,12,27.0,3.37476666,0.75,Homo sapiens,Australian aboriginie,150.0,3.4,male,English,0.0,1,4,Able,0
Posterior,PMN7459,1,12,51.0,3.37476666,0.75,Homo sapiens,Australian aboriginie,58.0,2.8,male,Italian,0.0,1,2,Barbara,1
Premolar,PMN7459,0,8,30.0,3.37476666,0.75,Homo sapiens,Australian aboriginie,15.0,4.1,female,Indonesian,1.0,1,4,Florence,1
Anterior,UCD2(1)b,0,8,50.0,5.1293812,0.5,Homo sapiens,Native Californian,19321.0,3.5,female,English,0.0,3,2,Carol,0
Posterior,UCD2(1)b,0,9,,5.1293812,0.5,Homo sapiens,Native Californian,3230.0,3.4,female,,0.0,3,2,Edna,0
Premolar,UCD2(1)b,0,6,26.0,5.1293812,0.5,Homo sapiens,Native Californian,24260.0,4.1,female,English,0.0,4,2,Hazel,1
Anterior,UCD2(10.1)b,2,12,20.0,5.06666429,0.5,Homo sapiens,Native Californian,2030.0,4.2,male,English,0.0,3,4,Connie,0
Posterior,UCD2(10.1)b,1,11,26.0,5.06666429,0.5,Homo sapiens,Native Californian,14730.0,4.3,female,English,0.0,1,3,Diane,0
Premolar,UCD2(10.1)b,2,8,20.0,5.06666429,0.5,Homo sapiens,Native Californian,6200.0,4.1,female,English,0.0,3,2,Ione,1
Anterior,UCD2(16)b,0,12,50.0,5.00397466,0.5,Homo sapiens,Native Californian,1540.0,3.4,male,English,0.0,2,4,Flossy,0
Posterior,UCD2(16)b,1,12,27.0,5.00397466,0.5,Homo sapiens,Native Californian,,3.5,female,English,0.0,4,2,Audrey,0
Premolar,UCD2(16)b,0,8,45.0,5.00397466,0.5,Homo sapiens,Native Californian,540.0,3.6,male,,0.0,3,4,Helene,0
Anterior,UCD2(2)b,0,11,33.0,3.42374303,0.5,Homo sapiens,Native Californian,430.0,3.7,male,English,0.0,1,3,Debra,1
Posterior,UCD2(2)b,0,11,19.0,3.42374303,0.5,Homo sapiens,Native Californian,510.0,3.0,male,German,0.0,3,2,Gracie,0
Premolar,UCD2(2)b,0,8,,3.42374303,0.5,Homo sapiens,Native Californian,53270.0,4.6,female,,1.0,4,3,Donna,1
Anterior,UCD2(3a)b,0,12,21.0,5.56908606,0.5,Homo sapiens,Native Californian,35.0,4.0,male,English,1.0,1,3,Ethel,0
Posterior,UCD2(3a)b,1,10,27.0,5.56908606,0.5,Homo sapiens,Native Californian,15850.0,4.8,female,English,1.0,4,2,Carla,1
Premolar,UCD2(3a)b,0,8,24.0,5.56908606,0.5,Homo sapiens,Native Californian,300.0,4.6,male,English,0.0,1,2,Cindy,0
Anterior,UCD2(6)b,0,12,22.0,4.87868148,0.5,Homo sapiens,Native Californian,6450.0,3.4,female,Vietnamese,0.0,2,2,Cleo,1
Posterior,UCD2(6)b,0,12,29.0,4.87868148,0.5,Homo sapiens,Native Californian,16260.0,4.4,female,English,0.0,2,2,Dora,0
Premolar,UCD2(6)b,0,8,32.0,4.87868148,0.5,Homo sapiens,Native Californian,2770.0,3.6,female,English,1.0,3,3,Hilda,1
Anterior,UCD2(8)b,1,12,62.0,5.56908606,0.5,Homo sapiens,Native Californian,800.0,3.8,female,English,0.0,2,3,Isbell,1
Posterior,UCD2(8)b,2,12,33.0,5.56908606,0.5,Homo sapiens,Native Californian,20000.0,3.7,male,Standard_Hindi,0.0,3,3,Betsy,1
Premolar,UCD2(8)b,2,8,18.0,5.56908606,0.5,Homo sapiens,Native Californian,730.0,4.7,male,English,0.0,2,2,Alma,0
Anterior,UCD2(L-23-1)b,1,13,19.0,4.50357659,0.5,Homo sapiens,Native Californian,99.0,4.5,female,English,0.0,1,2,Inez,1
Posterior,UCD2(L-23-1)b,0,12,23.0,4.50357659,0.5,Homo sapiens,Native Californian,5060.0,5.0,female,Other,0.0,3,2,Beulah,0
Premolar,UCD2(L-23-1)b,0,8,18.0,4.50357659,0.5,Homo sapiens,Native Californian,800.0,3.8,male,English,0.0,2,3,Gladys,1
Anterior,UVS1,0,12,37.0,2.64926405,0.75,Homo sapiens,Khoi-San,23040.0,4.1,male,English,0.0,5,4,Camille,1
Posterior,UVS1,0,12,35.0,2.64926405,0.75,Homo sapiens,Khoi-San,6870.0,4.3,male,English,1.0,3,3,Celia,1
Premolar,UVS1,0,8,53.0,2.64926405,0.75,Homo sapiens,Khoi-San,300.0,4.4,male,Czech,1.0,2,2,Edith,0
Anterior,UVS10,0,12,24.0,3.03927918,0.75,Homo sapiens,Khoi-San,500.0,4.7,male,Other,0.0,1,4,Fern,0
Posterior,UVS10,0,12,22.0,3.03927918,0.75,Homo sapiens,Khoi-San,200.0,3.9,female,German,0.0,1,4,Ginger,0
Premolar,UVS10,0,8,24.0,3.03927918,0.75,Homo sapiens,Khoi-San,20430.0,4.8,female,English,0.0,1,4,Agnes,0
Anterior,UVS101,0,12,13.0,2.59401611,0.25,Homo sapiens,Khoi-San,1180.0,4.3,male,English,0.0,3,2,Carmen,0
Posterior,UVS101,0,12,27.0,2.59401611,0.25,Homo sapiens,Khoi-San,6190.0,4.6,male,English,1.0,3,4,Eloise,1
Premolar,UVS101,0,8,36.0,2.59401611,0.25,Homo sapiens,Khoi-San,570.0,3.8,male,French,0.0,1,2,Belle,0
Anterior,UVS102,0,12,17.0,3.37708808,0.25,Homo sapiens,Khoi-San,66.0,5.0,male,English,0.0,1,3,Babe,0
Posterior,UVS102,0,12,19.0,3.37708808,0.25,Homo sapiens,Khoi-San,70.0,4.9,male,English,0.0,1,2,Bob,0
Premolar,UVS102,0,8,34.0,3.37708808,0.25,Homo sapiens,Khoi-San,2700.0,4.6,male,English,0.0,2,3,David,1
Anterior,UVS104,0,12,,2.59401611,0.75,Homo sapiens,Khoi-San,12770.0,4.6,male,,0.0,3,2,Frederic,1
Posterior,UVS104,0,12,62.0,2.59401611,0.75,Homo sapiens,Khoi-San,2130.0,5.0,female,English,0.0,3,2,Allen,0
Premolar,UVS104,0,8,28.0,2.59401611,0.75,Homo sapiens,Khoi-San,10400.0,4.6,female,English,1.0,3,3,Alicia,1
Anterior,UVS105,0,9,21.0,4.32538295,0.25,Homo sapiens,Khoi-San,410.0,4.9,male,English,0.0,2,3,Diana,0
Posterior,UVS105,3,10,32.0,4.32538295,0.25,Homo sapiens,Khoi-San,130.0,4.0,male,English,1.0,1,2,Bob,0
Premolar,UVS105,2,8,21.0,4.32538295,0.25,Homo sapiens,Khoi-San,160.0,3.9,female,English,0.0,1,2,Danny,1
Anterior,UVS119,0,6,17.0,2.59401611,0.75,Homo sapiens,Khoi-San,4180.0,4.1,female,English,0.0,3,3,Elena,0
Posterior,UVS119,0,6,22.0,2.59401611,0.75,Homo sapiens,Khoi-San,3020.0,2.9,male,English,1.0,3,2,Gloria,1
Premolar,UVS119,0,4,22.0,2.59401611,0.75,Homo sapiens,Khoi-San,4730.0,2.8,female,English,0.0,1,2,Juan,0
Anterior,UVS12,0,6,25.0,3.60361662,0.75,Homo sapiens,Khoi-San or bushman half-caste,1310.0,2.8,female,English,0.0,2,3,Kate,0
Posterior,UVS12,0,6,32.0,3.60361662,0.75,Homo sapiens,Khoi-San or bushman half-caste,6.0,4.0,female,,,1,3,Bonnie,1
Premolar,UVS12,0,4,25.0,3.60361662,0.75,Homo sapiens,Khoi-San or bushman half-caste,58.0,3.3,female,Portuguese,0.0,1,2,Charley,1
Anterior,UVS125,10,12,35.0,7.8,0.25,Homo sapiens,Khoi-San,1.0,3.0,female,English,0.0,1,3,Floyd,1
Posterior,UVS125,12,12,37.0,7.8,0.25,Homo sapiens,Khoi-San,4.0,3.6,male,English,0.0,1,2,Florence,1
Premolar,UVS125,8,8,52.0,7.8,0.25,Homo sapiens,Khoi-San,290.0,3.8,male,English,0.0,1,3,Chantal,0
Anterior,UVS142,0,12,35.0,1.99807578,0.25,Homo sapiens,Khoi-San,20020.0,3.9,male,Spanish,0.0,4,2,Hugo,1
Posterior,UVS142,0,12,52.0,1.99807578,0.25,Homo sapiens,Khoi-San,230.0,4.7,female,English,0.0,1,3,Jerry,0
Premolar,UVS142,0,8,20.0,1.99807578,0.25,Homo sapiens,Khoi-San,3620.0,4.7,female,English,0.0,2,2,Bob,1
Anterior,UVS2,0,12,26.0,3.60361662,0.25,Homo sapiens,Khoi-San,66730.0,3.9,female,English,0.0,5,2,Andrew,0
Posterior,UVS2,0,12,25.0,3.60361662,0.25,Homo sapiens,Khoi-San,96.0,4.4,female,English,0.0,3,4,Emily,0
Premolar,UVS2,0,8,,3.60361662,0.25,Homo sapiens,Khoi-San,1650.0,3.6,male,,1.0,2,2,Erin,0
Anterior,UVS22,7,12,35.0,2.98325724,0.75,Homo sapiens,Khoi-San,7550.0,4.2,female,English,0.0,3,4,Opal,1
Posterior,UVS22,4,12,30.0,2.98325724,0.75,Homo sapiens,Khoi-San,700.0,3.4,female,English,1.0,2,2,Bertha,1
Premolar,UVS22,0,8,,2.98325724,0.75,Homo sapiens,Khoi-San,8260.0,4.0,female,,0.0,3,2,Fran,0
Anterior,UVS24,2,9,18.0,3.54689952,0.75,Homo sapiens,Khoi-San,200.0,4.2,female,English,0.0,1,2,Danny,1
Posterior,UVS24,0,12,72.0,3.54689952,0.75,Homo sapiens,Khoi-San,1650.0,4.4,female,English,0.0,2,4,Bonnie,0
Premolar,UVS24,0,8,24.0,3.54689952,0.75,Homo sapiens,Khoi-San,160.0,4.5,male,English,1.0,1,3,Earl,1
Anterior,UVS28,3,6,19.0,7.8,0.25,Homo sapiens,Khoi-San,3870.0,3.2,female,English,0.0,2,2,Georges,1
Posterior,UVS28,2,5,49.0,7.8,0.25,Homo sapiens,Khoi-San,94.0,4.3,female,English,0.0,3,4,Bret,1
Premolar,UVS28,1,4,45.0,7.8,0.25,Homo sapiens,Khoi-San,8130.0,3.3,female,English,1.0,2,2,Floyd,1
Anterior,UVS29,0,12,13.0,2.26582834,0.75,Homo sapiens,Khoi-San or bushman half-caste,1430.0,3.2,female,English,0.0,1,4,Irene,1
Posterior,UVS29,0,12,28.0,2.26582834,0.75,Homo sapiens,Khoi-San or bushman half-caste,1260.0,4.1,male,English,0.0,1,3,Lili,0
Premolar,UVS29,0,8,27.0,2.26582834,0.75,Homo sapiens,Khoi-San or bushman half-caste,250.0,4.3,male,English,1.0,1,2,Claudette,0
Anterior,UVS3,0,12,30.0,3.32060722,0.75,Homo sapiens,Khoi-San,4980.0,4.5,male,English,0.0,2,3,Isabel,0
Posterior,UVS3,0,12,25.0,3.32060722,0.75,Homo sapiens,Khoi-San,5.0,3.7,male,English,0.0,1,3,Alex,0
Premolar,UVS3,0,8,41.0,3.32060722,0.75,Homo sapiens,Khoi-San,20510.0,4.3,male,English,0.0,4,2,Charley,0
Anterior,UVS34,0,6,18.0,3.37708808,0.5,Homo sapiens,Khoi-San or bushman half-caste,12620.0,4.4,female,Turkish,0.0,2,2,Frances,0
